invoice_id,client_name,client_size,client_industry,invoice_amount,service_type,issue_date,issue_month,issue_quarter,issue_day_of_week,payment_terms_days,project_duration_weeks,invoices_ytd,prior_late_payments,prior_late_rate,has_purchase_order,contact_responsiveness,is_late,days_late,late_payment_probability,risk_flag,risk_tier
INV-00414,Echo Ventures,small,retail,9041.51,reporting_setup,2023-06-29,6,2,Thursday,15,10,11,1,0.09,0,3,0,0,0.3748,0,medium
INV-00703,Falcon Industries,mid-market,manufacturing,18047.85,training,2023-09-23,9,3,Saturday,45,4,15,4,0.27,0,1,0,0,0.3748,0,medium
INV-00065,Keystone Retail,enterprise,retail,125461.24,data_migration,2024-05-17,5,2,Friday,15,16,16,7,0.44,1,1,1,62,0.3747,0,medium
INV-01674,Delta Group,enterprise,healthcare,81874.95,reporting_setup,2023-02-03,2,1,Friday,30,5,9,3,0.33,1,2,0,0,0.3746,0,medium
INV-01389,Ironclad Inc,mid-market,healthcare,18771.69,data_migration,2024-05-31,5,2,Friday,60,2,16,2,0.12,0,2,0,0,0.3736,0,medium
INV-00344,Echo Ventures,small,retail,2847.42,reporting_setup,2023-09-28,9,3,Thursday,15,6,2,1,0.5,1,3,0,0,0.3736,0,medium
INV-00266,Granite Partners,enterprise,finance,158477.04,training,2024-01-10,1,1,Wednesday,30,3,1,0,0.0,1,2,1,8,0.3725,0,medium
INV-01060,Jade Consulting,small,professional_services,7145.15,analytics_consulting,2023-08-02,8,3,Wednesday,15,9,20,6,0.3,0,2,0,0,0.3724,0,medium
INV-00698,Cedar Solutions,small,technology,11749.1,data_migration,2024-03-20,3,1,Wednesday,60,5,19,0,0.0,0,5,0,0,0.3723,0,medium
INV-00498,Delta Group,enterprise,healthcare,33560.79,process_automation,2024-07-14,7,3,Sunday,30,5,2,2,1.0,1,2,0,0,0.3723,0,medium
INV-01283,Lumen Analytics,mid-market,technology,74750.01,process_automation,2023-11-10,11,4,Friday,60,11,2,1,0.5,0,4,0,0,0.372,0,medium
INV-01123,Lumen Analytics,mid-market,technology,43468.26,process_automation,2024-08-27,8,3,Tuesday,30,15,14,0,0.0,0,1,1,63,0.3711,0,medium
INV-01597,Jade Consulting,small,professional_services,2396.51,data_migration,2023-11-25,11,4,Saturday,60,6,7,1,0.14,1,2,0,0,0.3704,0,medium
INV-00600,Cedar Solutions,small,technology,14843.16,process_automation,2023-08-01,8,3,Tuesday,60,11,3,3,1.0,1,4,0,0,0.3701,0,medium
INV-01542,Cedar Solutions,small,technology,12758.43,data_migration,2023-07-11,7,3,Tuesday,15,3,16,8,0.5,0,1,0,0,0.37,0,medium
INV-01717,Falcon Industries,mid-market,manufacturing,20364.62,process_automation,2023-03-23,3,1,Thursday,60,6,24,0,0.0,0,5,0,0,0.3699,0,medium
INV-00490,Keystone Retail,enterprise,retail,101921.93,analytics_consulting,2023-02-20,2,1,Monday,45,10,10,7,0.7,1,3,0,0,0.3699,0,medium
INV-01934,Echo Ventures,small,retail,11831.02,training,2024-09-20,9,3,Friday,60,11,12,1,0.08,0,2,0,0,0.3688,0,medium
INV-01787,Echo Ventures,small,retail,5878.21,reporting_setup,2024-02-17,2,1,Saturday,30,9,5,1,0.2,1,2,0,0,0.3687,0,medium
INV-00127,Ironclad Inc,mid-market,healthcare,33653.37,training,2024-06-19,6,2,Wednesday,30,10,13,6,0.46,0,5,1,81,0.3685,0,medium
INV-01564,Horizon LLC,small,technology,14319.29,process_automation,2024-06-15,6,2,Saturday,60,11,1,1,1.0,0,3,0,0,0.3684,0,medium
INV-00075,Horizon LLC,small,technology,7640.15,reporting_setup,2023-10-23,10,4,Monday,15,11,9,5,0.56,1,4,0,0,0.3684,0,medium
INV-00205,Falcon Industries,mid-market,manufacturing,65063.67,data_migration,2024-10-24,10,4,Thursday,60,3,18,3,0.17,1,4,0,0,0.3678,0,medium
INV-00966,Delta Group,enterprise,healthcare,61515.76,data_migration,2024-05-14,5,2,Tuesday,45,11,10,7,0.7,1,5,1,17,0.3676,0,medium
INV-01397,Falcon Industries,mid-market,manufacturing,15078.03,reporting_setup,2024-04-21,4,2,Sunday,60,10,12,8,0.67,0,1,0,0,0.3672,0,medium
INV-01135,Jade Consulting,small,professional_services,2621.74,reporting_setup,2023-03-22,3,1,Wednesday,45,12,10,4,0.4,0,4,0,0,0.3672,0,medium
INV-01841,Jade Consulting,small,professional_services,9575.4,process_automation,2023-09-15,9,3,Friday,30,4,16,1,0.06,1,2,0,0,0.3671,0,medium
INV-00450,Falcon Industries,mid-market,manufacturing,54801.25,analytics_consulting,2024-03-25,3,1,Monday,15,12,24,2,0.08,1,1,0,0,0.3666,0,medium
INV-01754,Delta Group,enterprise,healthcare,27448.62,reporting_setup,2023-05-02,5,2,Tuesday,60,2,12,6,0.5,1,3,0,0,0.3665,0,medium
INV-01959,Echo Ventures,small,retail,12180.71,training,2024-05-05,5,2,Sunday,60,14,5,1,0.2,0,1,0,0,0.3665,0,medium
INV-00411,Ironclad Inc,mid-market,healthcare,60957.36,analytics_consulting,2023-10-20,10,4,Friday,15,8,20,2,0.1,0,3,1,1,0.3658,0,medium
INV-01960,Ironclad Inc,mid-market,healthcare,39652.12,process_automation,2024-06-22,6,2,Saturday,45,1,17,3,0.18,0,5,0,0,0.3657,0,medium
INV-00221,Lumen Analytics,mid-market,technology,13490.27,training,2023-03-22,3,1,Wednesday,45,14,8,1,0.12,1,5,0,0,0.3653,0,medium
INV-00460,Cedar Solutions,small,technology,8313.35,training,2023-07-04,7,3,Tuesday,60,6,18,7,0.39,0,3,0,0,0.3651,0,medium
INV-01643,Ironclad Inc,mid-market,healthcare,67221.73,training,2023-08-22,8,3,Tuesday,15,5,9,6,0.67,0,5,0,0,0.3651,0,medium
INV-00975,Lumen Analytics,mid-market,technology,54293.76,analytics_consulting,2023-09-02,9,3,Saturday,45,6,6,2,0.33,0,2,0,0,0.365,0,medium
INV-01989,Ironclad Inc,mid-market,healthcare,74572.41,training,2023-11-07,11,4,Tuesday,60,5,5,1,0.2,1,3,0,0,0.3649,0,medium
INV-00045,Cedar Solutions,small,technology,11648.99,reporting_setup,2024-05-01,5,2,Wednesday,45,9,17,7,0.41,0,3,0,0,0.3643,0,medium
INV-01971,Ironclad Inc,mid-market,healthcare,53039.93,process_automation,2023-03-29,3,1,Wednesday,15,12,23,4,0.17,1,2,0,0,0.364,0,medium
INV-00119,Birch Holdings,mid-market,finance,47270.98,training,2023-11-17,11,4,Friday,60,14,10,1,0.1,0,3,1,80,0.3639,0,medium
INV-01555,Keystone Retail,enterprise,retail,92283.02,reporting_setup,2024-04-17,4,2,Wednesday,60,5,20,6,0.3,1,2,0,0,0.3633,0,medium
INV-00393,Echo Ventures,small,retail,6584.9,training,2023-09-27,9,3,Wednesday,30,13,12,1,0.08,0,4,0,0,0.3628,0,medium
INV-00400,Jade Consulting,small,professional_services,6605.85,data_migration,2024-08-27,8,3,Tuesday,30,5,4,0,0.0,1,5,0,0,0.3627,0,medium
INV-01714,Echo Ventures,small,retail,11561.98,reporting_setup,2024-07-12,7,3,Friday,15,15,7,3,0.43,0,3,0,0,0.3625,0,medium
INV-01496,Echo Ventures,small,retail,6288.13,reporting_setup,2024-10-08,10,4,Tuesday,30,12,10,0,0.0,1,2,0,0,0.3623,0,medium
INV-00433,Acme Corp,enterprise,manufacturing,43187.47,training,2024-02-11,2,1,Sunday,15,5,3,3,1.0,1,2,0,0,0.362,0,medium
INV-00783,Cedar Solutions,small,technology,4425.08,process_automation,2024-03-27,3,1,Wednesday,30,2,22,8,0.36,1,1,0,0,0.3618,0,medium
INV-00432,Cedar Solutions,small,technology,4342.72,process_automation,2023-08-29,8,3,Tuesday,15,13,4,0,0.0,1,4,0,0,0.3616,0,medium
INV-00923,Falcon Industries,mid-market,manufacturing,14056.02,data_migration,2024-08-04,8,3,Sunday,60,12,14,7,0.5,1,2,0,0,0.3615,0,medium
INV-01948,Delta Group,enterprise,healthcare,26745.87,training,2024-02-24,2,1,Saturday,15,15,16,5,0.31,1,1,0,0,0.3612,0,medium
INV-00689,Birch Holdings,mid-market,finance,21263.92,reporting_setup,2024-11-14,11,4,Thursday,30,6,20,7,0.35,1,4,0,0,0.3611,0,medium
INV-01166,Ironclad Inc,mid-market,healthcare,70290.85,data_migration,2024-04-28,4,2,Sunday,45,7,19,2,0.11,1,2,0,0,0.3609,0,medium
INV-00290,Ironclad Inc,mid-market,healthcare,21688.03,reporting_setup,2023-11-26,11,4,Sunday,45,11,20,3,0.15,1,3,1,61,0.3604,0,medium
INV-01235,Ironclad Inc,mid-market,healthcare,66077.71,analytics_consulting,2024-02-21,2,1,Wednesday,45,2,23,5,0.22,0,1,0,0,0.3597,0,medium
INV-01301,Keystone Retail,enterprise,retail,36708.56,process_automation,2023-03-03,3,1,Friday,15,11,23,7,0.3,1,2,0,0,0.3595,0,medium
INV-00619,Horizon LLC,small,technology,5422.96,training,2023-08-20,8,3,Sunday,60,14,7,1,0.14,0,4,0,0,0.3595,0,medium
INV-00932,Cedar Solutions,small,technology,5347.88,reporting_setup,2024-07-09,7,3,Tuesday,60,14,21,4,0.19,0,1,0,0,0.3594,0,medium
INV-00437,Acme Corp,enterprise,manufacturing,85179.86,training,2023-01-01,1,1,Sunday,30,16,18,0,0.0,1,4,0,0,0.3593,0,medium
INV-01045,Horizon LLC,small,technology,7151.45,analytics_consulting,2023-01-16,1,1,Monday,15,16,24,1,0.04,1,1,0,0,0.3591,0,medium
INV-00540,Keystone Retail,enterprise,retail,70719.2,process_automation,2024-04-02,4,2,Tuesday,30,8,16,2,0.12,1,1,0,0,0.359,0,medium
INV-01573,Cedar Solutions,small,technology,14772.58,process_automation,2024-05-19,5,2,Sunday,45,9,18,5,0.28,0,4,0,0,0.3589,0,medium
INV-01477,Granite Partners,enterprise,finance,73855.69,training,2023-06-26,6,2,Monday,60,9,20,3,0.15,0,1,1,38,0.3586,0,medium
INV-01156,Falcon Industries,mid-market,manufacturing,64598.51,reporting_setup,2024-05-25,5,2,Saturday,15,8,24,3,0.12,1,1,0,0,0.3582,0,medium
INV-01884,Horizon LLC,small,technology,7115.92,data_migration,2023-09-26,9,3,Tuesday,45,8,1,0,0.0,0,4,0,0,0.3579,0,medium
INV-01826,Acme Corp,enterprise,manufacturing,190768.61,analytics_consulting,2023-06-08,6,2,Thursday,45,6,6,6,1.0,1,3,0,0,0.3578,0,medium
INV-00176,Falcon Industries,mid-market,manufacturing,54882.52,analytics_consulting,2024-03-04,3,1,Monday,60,14,17,7,0.41,0,1,0,0,0.3576,0,medium
INV-00089,Horizon LLC,small,technology,2497.14,training,2023-10-22,10,4,Sunday,30,12,19,4,0.21,0,4,0,0,0.3575,0,medium
INV-00447,Delta Group,enterprise,healthcare,27636.85,reporting_setup,2024-10-10,10,4,Thursday,45,9,19,1,0.05,1,2,1,6,0.3574,0,medium
INV-01742,Jade Consulting,small,professional_services,11003.7,reporting_setup,2024-04-19,4,2,Friday,30,4,13,8,0.62,0,1,0,0,0.3573,0,medium
INV-01684,Cedar Solutions,small,technology,10837.48,data_migration,2023-01-03,1,1,Tuesday,15,13,15,6,0.4,1,1,0,0,0.357,0,medium
INV-01987,Cedar Solutions,small,technology,13432.3,data_migration,2023-10-10,10,4,Tuesday,60,14,18,7,0.39,0,3,0,0,0.3569,0,medium
INV-00230,Jade Consulting,small,professional_services,5741.47,analytics_consulting,2024-12-12,12,4,Thursday,60,13,11,4,0.36,0,4,0,0,0.3568,0,medium
INV-01765,Lumen Analytics,mid-market,technology,33432.02,process_automation,2024-10-12,10,4,Saturday,30,8,14,5,0.36,0,3,0,0,0.3567,0,medium
INV-01363,Keystone Retail,enterprise,retail,185882.19,process_automation,2023-12-16,12,4,Saturday,45,16,17,7,0.41,1,5,0,0,0.3565,0,medium
INV-01330,Horizon LLC,small,technology,2662.29,data_migration,2023-06-28,6,2,Wednesday,15,8,15,8,0.53,1,1,0,0,0.356,0,medium
INV-00078,Lumen Analytics,mid-market,technology,45896.34,process_automation,2023-06-12,6,2,Monday,15,3,8,1,0.12,0,1,0,0,0.3558,0,medium
INV-01847,Cedar Solutions,small,technology,3659.44,reporting_setup,2024-02-11,2,1,Sunday,30,11,14,3,0.21,1,4,0,0,0.3553,0,medium
INV-00868,Lumen Analytics,mid-market,technology,22263.48,training,2024-05-29,5,2,Wednesday,30,5,8,1,0.12,1,1,0,0,0.3553,0,medium
INV-00834,Cedar Solutions,small,technology,14651.14,data_migration,2023-02-27,2,1,Monday,45,6,2,0,0.0,0,3,0,0,0.3551,0,medium
INV-00329,Horizon LLC,small,technology,14283.47,process_automation,2023-05-12,5,2,Friday,30,11,21,1,0.05,1,2,0,0,0.3545,0,medium
INV-00734,Jade Consulting,small,professional_services,9440.22,analytics_consulting,2024-08-01,8,3,Thursday,15,3,5,2,0.4,0,2,0,0,0.3539,0,medium
INV-01498,Echo Ventures,small,retail,11922.5,training,2023-10-25,10,4,Wednesday,15,4,12,3,0.25,0,5,0,0,0.3539,0,medium
INV-01888,Ironclad Inc,mid-market,healthcare,67082.15,analytics_consulting,2024-04-28,4,2,Sunday,60,2,1,0,0.0,0,2,1,89,0.3537,0,medium
INV-00487,Echo Ventures,small,retail,11729.98,analytics_consulting,2024-02-27,2,1,Tuesday,30,3,6,3,0.5,0,4,0,0,0.353,0,medium
INV-01251,Ironclad Inc,mid-market,healthcare,54273.67,training,2023-07-02,7,3,Sunday,45,2,7,1,0.14,0,2,0,0,0.3528,0,medium
INV-00481,Keystone Retail,enterprise,retail,67063.14,analytics_consulting,2024-09-19,9,3,Thursday,60,5,14,4,0.29,0,3,0,0,0.3522,0,medium
INV-01570,Cedar Solutions,small,technology,10897.06,reporting_setup,2024-04-12,4,2,Friday,15,16,18,0,0.0,0,2,0,0,0.3522,0,medium
INV-01292,Jade Consulting,small,professional_services,4040.68,data_migration,2023-07-13,7,3,Thursday,15,11,8,2,0.25,1,5,0,0,0.352,0,medium
INV-00386,Delta Group,enterprise,healthcare,172019.26,reporting_setup,2024-12-30,12,4,Monday,45,5,22,5,0.23,0,4,0,0,0.3517,0,medium
INV-00149,Cedar Solutions,small,technology,2885.07,process_automation,2024-07-12,7,3,Friday,45,11,22,4,0.18,1,5,0,0,0.3514,0,medium
INV-00298,Lumen Analytics,mid-market,technology,21835.31,reporting_setup,2024-08-09,8,3,Friday,15,11,20,3,0.15,0,1,0,0,0.3513,0,medium
INV-01360,Acme Corp,enterprise,manufacturing,58706.0,reporting_setup,2023-11-25,11,4,Saturday,15,12,13,7,0.54,1,2,0,0,0.3512,0,medium
INV-01165,Birch Holdings,mid-market,finance,22583.71,process_automation,2024-03-29,3,1,Friday,30,4,8,3,0.38,1,3,0,0,0.3511,0,medium
INV-00041,Keystone Retail,enterprise,retail,168224.11,process_automation,2024-09-26,9,3,Thursday,15,8,22,4,0.18,1,2,1,6,0.351,0,medium
INV-00776,Acme Corp,enterprise,manufacturing,85686.82,process_automation,2023-04-04,4,2,Tuesday,60,10,13,2,0.15,1,2,0,0,0.3509,0,medium
INV-01761,Lumen Analytics,mid-market,technology,27138.53,training,2023-03-28,3,1,Tuesday,60,7,18,5,0.28,0,2,0,0,0.3508,0,medium
INV-01144,Horizon LLC,small,technology,14861.13,training,2023-09-08,9,3,Friday,60,6,15,8,0.53,0,5,0,0,0.3506,0,medium
INV-00758,Keystone Retail,enterprise,retail,115806.16,process_automation,2024-06-05,6,2,Wednesday,60,6,11,5,0.45,1,4,0,0,0.3501,0,medium
INV-00179,Echo Ventures,small,retail,5780.05,analytics_consulting,2023-10-23,10,4,Monday,60,12,18,4,0.22,1,5,0,0,0.3498,0,medium
INV-01404,Echo Ventures,small,retail,7822.14,data_migration,2024-05-09,5,2,Thursday,30,6,22,7,0.32,1,4,0,0,0.3489,0,medium
INV-00660,Granite Partners,enterprise,finance,148979.3,analytics_consulting,2024-12-04,12,4,Wednesday,60,9,3,0,0.0,1,1,1,31,0.3486,0,medium
INV-00053,Delta Group,enterprise,healthcare,123694.68,reporting_setup,2023-05-10,5,2,Wednesday,15,7,15,4,0.27,1,2,0,0,0.3473,0,medium
INV-00174,Keystone Retail,enterprise,retail,71467.83,training,2023-01-28,1,1,Saturday,60,8,24,0,0.0,1,2,0,0,0.3473,0,medium
INV-00418,Falcon Industries,mid-market,manufacturing,21880.99,training,2023-08-12,8,3,Saturday,45,7,16,3,0.19,1,2,0,0,0.3472,0,medium
INV-00958,Acme Corp,enterprise,manufacturing,84043.23,training,2024-06-30,6,2,Sunday,15,1,3,3,1.0,1,4,0,0,0.3468,0,medium
INV-00094,Falcon Industries,mid-market,manufacturing,63980.72,training,2024-06-27,6,2,Thursday,45,9,16,4,0.25,0,3,0,0,0.3463,0,medium
INV-01425,Lumen Analytics,mid-market,technology,67823.11,process_automation,2024-06-01,6,2,Saturday,60,7,14,0,0.0,0,5,0,0,0.346,0,medium
INV-00597,Jade Consulting,small,professional_services,13764.03,training,2024-09-11,9,3,Wednesday,15,12,13,2,0.15,0,4,0,0,0.3456,0,medium
INV-01644,Jade Consulting,small,professional_services,9913.73,reporting_setup,2023-03-11,3,1,Saturday,15,3,3,2,0.67,1,1,0,0,0.3452,0,medium
INV-00544,Ironclad Inc,mid-market,healthcare,69651.29,data_migration,2024-11-30,11,4,Saturday,15,12,14,4,0.29,1,3,0,0,0.3451,0,medium
INV-01326,Jade Consulting,small,professional_services,9071.2,reporting_setup,2023-06-19,6,2,Monday,60,10,22,3,0.14,1,1,0,0,0.3448,0,medium
INV-01038,Jade Consulting,small,professional_services,12408.46,data_migration,2023-01-27,1,1,Friday,30,12,7,6,0.86,0,1,0,0,0.3442,0,medium
INV-01044,Birch Holdings,mid-market,finance,42826.69,reporting_setup,2023-03-25,3,1,Saturday,60,5,19,7,0.37,0,2,0,0,0.3439,0,medium
INV-00749,Jade Consulting,small,professional_services,3690.78,reporting_setup,2023-11-03,11,4,Friday,45,15,2,1,0.5,1,1,0,0,0.3438,0,medium
INV-00203,Keystone Retail,enterprise,retail,146853.97,reporting_setup,2024-11-18,11,4,Monday,45,14,5,2,0.4,1,5,0,0,0.3438,0,medium
INV-01636,Ironclad Inc,mid-market,healthcare,61445.11,training,2024-05-26,5,2,Sunday,45,14,18,8,0.44,1,4,0,0,0.3435,0,medium
INV-01947,Acme Corp,enterprise,manufacturing,161400.74,training,2023-02-02,2,1,Thursday,45,8,13,6,0.46,1,1,0,0,0.3432,0,medium
INV-00581,Jade Consulting,small,professional_services,12133.84,training,2024-07-09,7,3,Tuesday,30,3,20,5,0.25,0,1,0,0,0.3427,0,medium
INV-01649,Lumen Analytics,mid-market,technology,55512.65,training,2023-03-08,3,1,Wednesday,30,2,18,8,0.44,0,1,0,0,0.3418,0,medium
INV-00076,Acme Corp,enterprise,manufacturing,97318.32,training,2024-11-04,11,4,Monday,60,7,17,5,0.29,1,4,0,0,0.3407,0,medium
INV-01926,Jade Consulting,small,professional_services,12163.03,process_automation,2023-07-10,7,3,Monday,45,4,4,3,0.75,1,4,0,0,0.34,0,medium
INV-01817,Horizon LLC,small,technology,2003.45,analytics_consulting,2024-08-22,8,3,Thursday,30,1,2,1,0.5,1,4,0,0,0.3392,0,medium
INV-01073,Echo Ventures,small,retail,14552.97,data_migration,2024-03-15,3,1,Friday,30,9,16,4,0.25,0,5,0,0,0.3388,0,medium
INV-00539,Echo Ventures,small,retail,5215.43,analytics_consulting,2023-09-16,9,3,Saturday,45,9,1,0,0.0,0,5,0,0,0.3387,0,medium
INV-01390,Falcon Industries,mid-market,manufacturing,25976.28,process_automation,2024-08-10,8,3,Saturday,60,6,23,1,0.04,0,2,0,0,0.3386,0,medium
INV-00879,Granite Partners,enterprise,finance,61211.8,training,2024-02-15,2,1,Thursday,45,1,6,4,0.67,1,1,0,0,0.338,0,medium
INV-00646,Jade Consulting,small,professional_services,10944.84,reporting_setup,2023-02-27,2,1,Monday,45,4,11,8,0.73,0,2,0,0,0.3373,0,medium
INV-01974,Birch Holdings,mid-market,finance,27354.78,training,2023-03-01,3,1,Wednesday,30,1,5,5,1.0,0,1,0,0,0.337,0,medium
INV-00535,Birch Holdings,mid-market,finance,40220.86,training,2023-05-26,5,2,Friday,45,3,17,1,0.06,1,1,0,0,0.337,0,medium
INV-01497,Falcon Industries,mid-market,manufacturing,29099.15,training,2023-12-15,12,4,Friday,30,1,22,1,0.05,0,3,0,0,0.337,0,medium
INV-00665,Keystone Retail,enterprise,retail,51008.64,data_migration,2024-03-26,3,1,Tuesday,30,8,6,0,0.0,1,2,0,0,0.3367,0,medium
INV-01253,Acme Corp,enterprise,manufacturing,197739.96,process_automation,2023-09-04,9,3,Monday,30,8,12,6,0.5,1,2,0,0,0.3367,0,medium
INV-00036,Acme Corp,enterprise,manufacturing,85495.24,training,2023-04-22,4,2,Saturday,60,11,14,8,0.57,1,5,1,6,0.3367,0,medium
INV-00399,Horizon LLC,small,technology,9611.32,analytics_consulting,2023-06-24,6,2,Saturday,60,6,20,8,0.4,1,3,0,0,0.3366,0,medium
INV-01351,Cedar Solutions,small,technology,3966.15,data_migration,2024-01-21,1,1,Sunday,45,11,22,7,0.32,1,4,0,0,0.3364,0,medium
INV-00752,Falcon Industries,mid-market,manufacturing,22858.62,data_migration,2023-02-14,2,1,Tuesday,30,6,8,4,0.5,0,3,0,0,0.3363,0,medium
INV-00910,Jade Consulting,small,professional_services,5746.83,data_migration,2024-05-10,5,2,Friday,15,10,1,1,1.0,0,4,0,0,0.3362,0,medium
INV-00691,Acme Corp,enterprise,manufacturing,44944.63,process_automation,2023-03-07,3,1,Tuesday,60,8,4,4,1.0,1,3,0,0,0.3361,0,medium
INV-00981,Delta Group,enterprise,healthcare,61103.82,reporting_setup,2024-08-14,8,3,Wednesday,45,3,7,6,0.86,1,3,0,0,0.336,0,medium
INV-01705,Delta Group,enterprise,healthcare,37685.4,analytics_consulting,2023-04-03,4,2,Monday,60,12,1,1,1.0,1,3,0,0,0.336,0,medium
INV-00552,Horizon LLC,small,technology,10313.68,reporting_setup,2023-01-20,1,1,Friday,30,1,2,2,1.0,1,2,0,0,0.3359,0,medium
INV-00549,Echo Ventures,small,retail,3686.54,process_automation,2024-03-13,3,1,Wednesday,45,3,9,0,0.0,1,3,0,0,0.3354,0,medium
INV-01011,Echo Ventures,small,retail,4612.74,data_migration,2023-04-14,4,2,Friday,60,11,1,0,0.0,0,3,0,0,0.3354,0,medium
INV-00321,Echo Ventures,small,retail,1870.58,data_migration,2024-12-06,12,4,Friday,45,2,6,6,1.0,0,2,0,0,0.3352,0,medium
INV-00909,Jade Consulting,small,professional_services,8947.83,process_automation,2023-01-12,1,1,Thursday,30,2,8,4,0.5,1,5,0,0,0.3351,0,medium
INV-00375,Cedar Solutions,small,technology,9963.6,training,2024-07-04,7,3,Thursday,15,7,22,3,0.14,0,4,0,0,0.335,0,medium
INV-01950,Cedar Solutions,small,technology,4256.62,data_migration,2023-06-14,6,2,Wednesday,15,13,19,0,0.0,0,4,0,0,0.335,0,medium
INV-00884,Echo Ventures,small,retail,8754.75,process_automation,2023-06-30,6,2,Friday,15,4,24,6,0.25,0,3,0,0,0.3346,0,medium
INV-00816,Falcon Industries,mid-market,manufacturing,66585.2,data_migration,2023-04-13,4,2,Thursday,60,13,24,2,0.08,1,1,0,0,0.3344,0,medium
INV-01943,Cedar Solutions,small,technology,1880.18,process_automation,2023-05-28,5,2,Sunday,60,16,5,5,1.0,1,3,0,0,0.3333,0,medium
INV-00590,Acme Corp,enterprise,manufacturing,104787.14,process_automation,2023-06-01,6,2,Thursday,45,6,20,2,0.1,1,3,1,23,0.333,0,medium
INV-01895,Cedar Solutions,small,technology,1544.88,training,2024-12-19,12,4,Thursday,15,8,13,2,0.15,0,1,0,0,0.3329,0,medium
INV-00031,Falcon Industries,mid-market,manufacturing,37936.14,training,2024-08-19,8,3,Monday,30,2,10,5,0.5,0,1,0,0,0.3328,0,medium
INV-00285,Falcon Industries,mid-market,manufacturing,69632.86,data_migration,2024-12-03,12,4,Tuesday,45,3,1,0,0.0,1,4,0,0,0.3321,0,medium
INV-01651,Falcon Industries,mid-market,manufacturing,50728.36,analytics_consulting,2024-09-29,9,3,Sunday,60,9,18,6,0.33,0,5,0,0,0.3319,0,medium
INV-01689,Falcon Industries,mid-market,manufacturing,38135.3,data_migration,2023-01-21,1,1,Saturday,60,13,14,4,0.29,1,1,0,0,0.3316,0,medium
INV-00032,Delta Group,enterprise,healthcare,86893.76,analytics_consulting,2024-11-29,11,4,Friday,15,14,20,2,0.1,0,2,0,0,0.3315,0,medium
INV-01726,Falcon Industries,mid-market,manufacturing,37846.54,data_migration,2023-05-10,5,2,Wednesday,30,10,3,0,0.0,0,5,0,0,0.3314,0,medium
INV-01770,Jade Consulting,small,professional_services,14202.94,analytics_consulting,2023-07-20,7,3,Thursday,30,4,10,5,0.5,0,2,0,0,0.3314,0,medium
INV-00779,Ironclad Inc,mid-market,healthcare,59100.8,process_automation,2023-05-05,5,2,Friday,15,11,14,7,0.5,1,2,0,0,0.3312,0,medium
INV-00379,Ironclad Inc,mid-market,healthcare,49426.78,process_automation,2023-04-19,4,2,Wednesday,45,10,15,6,0.4,1,1,0,0,0.3306,0,medium
INV-01443,Echo Ventures,small,retail,13238.32,analytics_consulting,2023-12-02,12,4,Saturday,15,4,12,1,0.08,1,3,0,0,0.3305,0,medium
INV-01923,Birch Holdings,mid-market,finance,23366.7,training,2023-12-18,12,4,Monday,60,13,5,3,0.6,1,3,0,0,0.3304,0,medium
INV-00639,Echo Ventures,small,retail,13112.51,reporting_setup,2024-03-21,3,1,Thursday,45,3,21,3,0.14,0,3,0,0,0.33,0,medium
INV-01249,Echo Ventures,small,retail,4039.07,data_migration,2024-12-01,12,4,Sunday,15,3,10,8,0.8,1,3,0,0,0.3299,0,medium
INV-01863,Lumen Analytics,mid-market,technology,22570.47,training,2023-06-15,6,2,Thursday,45,13,7,1,0.14,1,1,0,0,0.3298,0,medium
INV-00317,Falcon Industries,mid-market,manufacturing,22215.82,reporting_setup,2023-10-03,10,4,Tuesday,15,7,14,7,0.5,0,3,0,0,0.3298,0,medium
INV-00865,Lumen Analytics,mid-market,technology,72249.11,analytics_consulting,2024-02-03,2,1,Saturday,15,1,5,1,0.2,1,1,0,0,0.3296,0,medium
INV-01580,Echo Ventures,small,retail,12372.69,data_migration,2023-08-03,8,3,Thursday,30,6,23,8,0.35,0,1,0,0,0.3291,0,medium
INV-00014,Birch Holdings,mid-market,finance,13765.14,process_automation,2024-01-07,1,1,Sunday,30,3,3,3,1.0,0,5,0,0,0.3285,0,medium
INV-01533,Horizon LLC,small,technology,6774.96,training,2024-03-29,3,1,Friday,45,2,23,7,0.3,0,4,0,0,0.3284,0,medium
INV-00346,Lumen Analytics,mid-market,technology,21886.51,process_automation,2023-04-06,4,2,Thursday,45,13,13,7,0.54,1,4,0,0,0.3281,0,medium
INV-00249,Horizon LLC,small,technology,2882.62,analytics_consulting,2024-07-13,7,3,Saturday,60,8,10,0,0.0,0,3,0,0,0.328,0,medium
INV-01473,Acme Corp,enterprise,manufacturing,134747.85,analytics_consulting,2023-05-01,5,2,Monday,45,10,22,6,0.27,1,1,0,0,0.327,0,medium
INV-01642,Jade Consulting,small,professional_services,8825.37,reporting_setup,2023-09-06,9,3,Wednesday,45,5,1,0,0.0,1,4,0,0,0.3269,0,medium
INV-01632,Echo Ventures,small,retail,12506.8,training,2024-11-08,11,4,Friday,15,3,18,6,0.33,0,3,0,0,0.3268,0,medium
INV-00330,Echo Ventures,small,retail,5017.55,process_automation,2024-03-06,3,1,Wednesday,45,10,15,1,0.07,0,5,0,0,0.326,0,medium
INV-01558,Falcon Industries,mid-market,manufacturing,11991.22,reporting_setup,2024-12-03,12,4,Tuesday,15,4,6,2,0.33,0,2,0,0,0.3259,0,medium
