consultant_id,week_start,week_end,project_id,billable_hours,internal_hours,admin_hours,pto_hours,total_hours
C009,2024-08-19,2024-08-23,P009,12.0,1.0,2.4,0.0,15.4
C010,2024-08-19,2024-08-23,P009,35.7,4.4,1.3,0.0,41.4
C011,2024-08-19,2024-08-23,P011,32.2,2.3,1.8,0.0,36.3
C012,2024-08-19,2024-08-23,P009,25.7,3.1,2.5,0.0,31.3
C013,2024-08-19,2024-08-23,P018,28.6,2.3,1.3,0.0,32.2
C014,2024-08-19,2024-08-23,P004,12.1,4.9,2.9,0.0,19.9
C014,2024-08-19,2024-08-23,P011,13.6,1.5,1.8,0.0,16.9
C015,2024-08-19,2024-08-23,P004,18.6,4.2,2.5,0.0,25.3
C015,2024-08-19,2024-08-23,P018,17.4,5.1,1.7,0.0,24.2
C016,2024-08-19,2024-08-23,P004,25.4,4.6,2.8,0.0,32.8
C017,2024-08-19,2024-08-23,P011,29.8,4.6,2.0,0.0,36.4
C018,2024-08-19,2024-08-23,P009,37.8,5.3,2.8,0.0,45.9
C019,2024-08-19,2024-08-23,P009,28.3,4.1,2.2,0.0,34.6
C020,2024-08-19,2024-08-23,P011,23.1,4.9,1.4,0.0,29.4
C021,2024-08-19,2024-08-23,P004,20.5,4.7,0.7,0.0,25.9
C022,2024-08-19,2024-08-23,P011,24.0,2.4,2.0,0.0,28.4
C022,2024-08-19,2024-08-23,P009,10.8,2.0,2.8,0.0,15.6
C023,2024-08-19,2024-08-23,P018,28.6,3.5,1.9,0.0,34.0
C024,2024-08-19,2024-08-23,P011,12.4,5.4,2.5,0.0,20.3
C025,2024-08-19,2024-08-23,P018,26.7,3.8,2.4,0.0,32.9
C026,2024-08-19,2024-08-23,P004,31.3,3.4,1.1,0.0,35.8
C027,2024-08-19,2024-08-23,P009,3.5,5.0,1.5,0.0,10.0
C027,2024-08-19,2024-08-23,P011,2.3,2.8,1.8,0.0,6.9
C028,2024-08-19,2024-08-23,P011,28.2,1.4,2.8,0.0,32.4
C029,2024-08-19,2024-08-23,P011,29.0,1.9,2.4,0.0,33.3
C030,2024-08-19,2024-08-23,P009,18.4,5.4,1.0,0.0,24.8
C031,2024-08-19,2024-08-23,P011,30.9,1.8,0.8,0.0,33.5
C032,2024-08-19,2024-08-23,P004,27.3,5.2,1.4,0.0,33.9
C033,2024-08-19,2024-08-23,P011,6.0,4.8,1.8,0.0,12.6
C033,2024-08-19,2024-08-23,P009,7.1,3.0,2.4,0.0,12.5
C034,2024-08-19,2024-08-23,P004,16.4,5.3,2.4,0.0,24.1
C034,2024-08-19,2024-08-23,P011,16.2,3.3,0.8,0.0,20.3
C035,2024-08-19,2024-08-23,P004,32.7,1.1,1.0,0.0,34.8
C001,2024-08-26,2024-08-30,P018,28.9,2.2,1.7,0.0,32.8
C002,2024-08-26,2024-08-30,P018,30.3,3.1,1.5,0.0,34.9
C003,2024-08-26,2024-08-30,P011,32.1,5.9,2.2,0.0,40.2
C004,2024-08-26,2024-08-30,P011,16.7,2.0,2.5,0.0,21.2
C004,2024-08-26,2024-08-30,P018,8.7,4.7,1.7,0.0,15.1
C005,2024-08-26,2024-08-30,P018,17.2,3.8,1.9,0.0,22.9
C005,2024-08-26,2024-08-30,P011,17.8,3.0,2.2,0.0,23.0
C006,2024-08-26,2024-08-30,P011,12.4,3.2,1.3,24.0,40.9
C007,2024-08-26,2024-08-30,P011,27.5,3.1,1.4,0.0,32.0
C008,2024-08-26,2024-08-30,P011,35.9,5.9,1.2,0.0,43.0
C009,2024-08-26,2024-08-30,P011,29.8,2.9,1.2,0.0,33.9
C010,2024-08-26,2024-08-30,P011,35.1,4.2,2.8,0.0,42.1
C011,2024-08-26,2024-08-30,P011,13.6,2.6,2.1,0.0,18.3
C011,2024-08-26,2024-08-30,P018,13.5,4.6,2.0,0.0,20.1
C012,2024-08-26,2024-08-30,P018,17.5,1.9,0.6,0.0,20.0
C012,2024-08-26,2024-08-30,P011,15.9,4.6,2.2,0.0,22.7
C013,2024-08-26,2024-08-30,P011,21.9,1.3,2.7,16.0,41.9
C014,2024-08-26,2024-08-30,P018,26.9,3.6,3.0,0.0,33.5
C015,2024-08-26,2024-08-30,,0.0,0.0,0.0,40.0,40.0
C016,2024-08-26,2024-08-30,P018,30.2,3.2,0.8,0.0,34.2
C017,2024-08-26,2024-08-30,P018,6.2,5.4,2.8,24.0,38.4
C017,2024-08-26,2024-08-30,P011,5.2,3.7,0.8,0.0,9.7
C018,2024-08-26,2024-08-30,P018,30.4,4.2,2.1,0.0,36.7
C019,2024-08-26,2024-08-30,P018,26.3,3.4,1.1,0.0,30.8
C020,2024-08-26,2024-08-30,P018,10.0,1.8,0.5,24.0,36.3
C021,2024-08-26,2024-08-30,P011,9.3,4.4,1.7,0.0,15.4
C022,2024-08-26,2024-08-30,P018,31.0,5.0,2.0,0.0,38.0
C023,2024-08-26,2024-08-30,P018,13.4,4.6,2.1,0.0,20.1
C023,2024-08-26,2024-08-30,P011,14.9,5.1,1.1,0.0,21.1
C024,2024-08-26,2024-08-30,P018,6.7,2.4,2.4,16.0,27.5
C025,2024-08-26,2024-08-30,P018,28.3,1.6,1.6,0.0,31.5
C026,2024-08-26,2024-08-30,P018,13.4,1.8,2.9,0.0,18.1
C026,2024-08-26,2024-08-30,P011,13.6,1.1,2.9,0.0,17.6
C027,2024-08-26,2024-08-30,P011,15.6,1.8,1.7,0.0,19.1
C028,2024-08-26,2024-08-30,P018,31.2,6.0,1.7,0.0,38.9
C029,2024-08-26,2024-08-30,P011,20.8,1.4,1.7,0.0,23.9
C029,2024-08-26,2024-08-30,P018,12.1,2.0,2.6,0.0,16.7
C030,2024-08-26,2024-08-30,P011,6.4,5.9,1.1,0.0,13.4
C030,2024-08-26,2024-08-30,P018,6.1,6.0,1.0,0.0,13.1
C031,2024-08-26,2024-08-30,P018,31.8,4.4,1.3,0.0,37.5
C032,2024-08-26,2024-08-30,P011,20.2,4.7,1.9,0.0,26.8
C033,2024-08-26,2024-08-30,P011,19.3,5.3,1.0,0.0,25.6
C034,2024-08-26,2024-08-30,P018,32.4,1.1,2.5,0.0,36.0
C035,2024-08-26,2024-08-30,P018,13.1,1.4,0.9,0.0,15.4
C035,2024-08-26,2024-08-30,P011,12.6,1.5,2.0,0.0,16.1
C001,2024-09-02,2024-09-06,P011,16.2,1.8,1.8,0.0,19.8
C001,2024-09-02,2024-09-06,P018,15.8,1.5,1.7,0.0,19.0
C002,2024-09-02,2024-09-06,P018,31.9,4.7,0.6,0.0,37.2
C003,2024-09-02,2024-09-06,P018,21.1,3.2,1.2,0.0,25.5
C003,2024-09-02,2024-09-06,P011,17.6,4.5,1.0,0.0,23.1
C004,2024-09-02,2024-09-06,P011,32.6,1.3,0.9,0.0,34.8
C005,2024-09-02,2024-09-06,P018,36.2,3.3,2.4,0.0,41.9
C006,2024-09-02,2024-09-06,P018,26.3,4.9,1.1,0.0,32.3
C007,2024-09-02,2024-09-06,P018,32.6,1.9,2.2,0.0,36.7
C008,2024-09-02,2024-09-06,P018,34.2,1.6,1.8,0.0,37.6
C009,2024-09-02,2024-09-06,P011,19.0,2.0,1.7,16.0,38.7
C010,2024-09-02,2024-09-06,P018,37.0,1.2,1.1,0.0,39.3
C011,2024-09-02,2024-09-06,P011,37.0,4.3,2.8,0.0,44.1
C012,2024-09-02,2024-09-06,P018,35.0,5.1,2.5,0.0,42.6
C013,2024-09-02,2024-09-06,P011,11.6,5.2,0.7,24.0,41.5
C014,2024-09-02,2024-09-06,P018,32.2,1.9,1.8,0.0,35.9
C015,2024-09-02,2024-09-06,P011,37.5,3.8,1.9,0.0,43.2
C016,2024-09-02,2024-09-06,P018,28.6,5.4,0.9,0.0,34.9
C017,2024-09-02,2024-09-06,P018,26.0,4.3,1.8,0.0,32.1
C018,2024-09-02,2024-09-06,P018,25.3,5.2,1.5,0.0,32.0
C019,2024-09-02,2024-09-06,P018,15.5,2.1,2.4,0.0,20.0
C019,2024-09-02,2024-09-06,P011,11.8,5.6,1.1,0.0,18.5
C020,2024-09-02,2024-09-06,P018,18.3,6.0,1.3,0.0,25.6
C020,2024-09-02,2024-09-06,P011,14.7,2.5,1.1,0.0,18.3
C021,2024-09-02,2024-09-06,P018,17.0,5.6,1.8,0.0,24.4
C022,2024-09-02,2024-09-06,,0.0,0.0,0.0,40.0,40.0
C023,2024-09-02,2024-09-06,P018,26.6,5.4,1.1,0.0,33.1
C024,2024-09-02,2024-09-06,P011,17.9,4.7,2.3,0.0,24.9
C025,2024-09-02,2024-09-06,P011,32.2,4.0,1.3,0.0,37.5
C026,2024-09-02,2024-09-06,P018,17.1,3.2,2.8,8.0,31.1
C026,2024-09-02,2024-09-06,P011,8.6,1.6,2.4,0.0,12.6
C027,2024-09-02,2024-09-06,P011,5.3,3.6,1.3,0.0,10.2
C027,2024-09-02,2024-09-06,P018,7.5,3.8,1.3,0.0,12.6
C028,2024-09-02,2024-09-06,P018,14.2,2.4,1.5,0.0,18.1
C028,2024-09-02,2024-09-06,P011,16.3,1.7,0.7,0.0,18.7
C029,2024-09-02,2024-09-06,P018,31.8,2.3,1.5,0.0,35.6
C030,2024-09-02,2024-09-06,P011,12.3,3.4,2.1,0.0,17.8
C031,2024-09-02,2024-09-06,P011,36.5,2.2,1.2,0.0,39.9
C032,2024-09-02,2024-09-06,P018,18.5,3.1,1.4,0.0,23.0
C033,2024-09-02,2024-09-06,P011,20.6,4.8,0.9,0.0,26.3
C034,2024-09-02,2024-09-06,P018,26.8,1.2,2.5,0.0,30.5
C035,2024-09-02,2024-09-06,P011,37.2,1.6,0.6,0.0,39.4
C001,2024-09-09,2024-09-13,P001,24.3,1.6,1.6,0.0,27.5
C001,2024-09-09,2024-09-13,P011,15.7,1.1,1.0,0.0,17.8
C002,2024-09-09,2024-09-13,P018,31.1,4.8,1.9,0.0,37.8
C003,2024-09-09,2024-09-13,P011,25.1,3.9,2.2,0.0,31.2
C004,2024-09-09,2024-09-13,P001,13.5,4.9,2.0,16.0,36.4
C005,2024-09-09,2024-09-13,,0.0,0.0,0.0,40.0,40.0
C006,2024-09-09,2024-09-13,P018,34.7,2.8,0.8,0.0,38.3
C007,2024-09-09,2024-09-13,P018,20.5,3.4,2.0,0.0,25.9
C007,2024-09-09,2024-09-13,P001,10.1,1.4,1.0,0.0,12.5
C008,2024-09-09,2024-09-13,P018,40.0,1.1,1.1,0.0,42.2
C009,2024-09-09,2024-09-13,P011,30.5,4.4,1.4,0.0,36.3
C010,2024-09-09,2024-09-13,P018,20.7,4.1,2.7,0.0,27.5
C010,2024-09-09,2024-09-13,P011,11.4,5.5,2.5,0.0,19.4
C011,2024-09-09,2024-09-13,P011,39.0,4.3,0.7,0.0,44.0
C012,2024-09-09,2024-09-13,P018,17.7,3.9,1.6,0.0,23.2
C012,2024-09-09,2024-09-13,P001,16.0,2.6,2.0,0.0,20.6
C013,2024-09-09,2024-09-13,P018,30.8,5.0,2.7,0.0,38.5
C014,2024-09-09,2024-09-13,P018,16.9,5.5,2.4,0.0,24.8
C014,2024-09-09,2024-09-13,P001,15.0,4.3,1.9,0.0,21.2
C015,2024-09-09,2024-09-13,P001,21.9,1.7,0.6,0.0,24.2
C015,2024-09-09,2024-09-13,P011,11.7,2.6,2.9,0.0,17.2
C016,2024-09-09,2024-09-13,P018,30.1,5.7,2.7,0.0,38.5
C017,2024-09-09,2024-09-13,P001,35.7,1.1,3.0,0.0,39.8
C018,2024-09-09,2024-09-13,P018,31.5,2.2,1.1,0.0,34.8
C019,2024-09-09,2024-09-13,P018,31.4,5.2,1.7,0.0,38.3
C020,2024-09-09,2024-09-13,P011,25.3,3.5,0.8,0.0,29.6
C021,2024-09-09,2024-09-13,P011,18.4,5.8,1.1,0.0,25.3
C022,2024-09-09,2024-09-13,P001,35.0,1.3,2.8,0.0,39.1
C023,2024-09-09,2024-09-13,P011,36.8,5.4,1.6,0.0,43.8
C024,2024-09-09,2024-09-13,P011,17.3,4.6,1.5,0.0,23.4
C025,2024-09-09,2024-09-13,P018,33.6,4.9,1.8,0.0,40.3
C026,2024-09-09,2024-09-13,P001,17.2,3.0,2.3,0.0,22.5
C026,2024-09-09,2024-09-13,P018,13.7,3.8,1.8,0.0,19.3
C027,2024-09-09,2024-09-13,P011,17.1,4.9,1.2,0.0,23.2
C028,2024-09-09,2024-09-13,P001,30.3,4.4,2.8,0.0,37.5
C029,2024-09-09,2024-09-13,P018,22.7,5.7,2.2,8.0,38.6
C030,2024-09-09,2024-09-13,P011,19.3,1.1,1.6,0.0,22.0
C031,2024-09-09,2024-09-13,P011,40.0,4.5,2.8,0.0,47.3
C032,2024-09-09,2024-09-13,P001,8.2,3.2,1.4,0.0,12.8
C032,2024-09-09,2024-09-13,P018,10.7,3.6,1.5,0.0,15.8
C033,2024-09-09,2024-09-13,P011,19.2,1.2,0.9,0.0,21.3
C034,2024-09-09,2024-09-13,P001,17.6,1.9,2.3,0.0,21.8
C034,2024-09-09,2024-09-13,P018,9.0,3.1,1.3,0.0,13.4
C035,2024-09-09,2024-09-13,P001,31.7,5.8,0.5,0.0,38.0
C001,2024-09-16,2024-09-20,P011,29.7,5.3,1.9,0.0,36.9
C002,2024-09-16,2024-09-20,P011,40.0,3.3,1.6,0.0,44.9
C003,2024-09-16,2024-09-20,P018,34.3,2.4,2.1,0.0,38.8
C004,2024-09-16,2024-09-20,P011,32.4,1.2,2.6,0.0,36.2
C005,2024-09-16,2024-09-20,P011,20.5,1.2,1.5,0.0,23.2
C005,2024-09-16,2024-09-20,P018,9.8,1.9,2.2,0.0,13.9
C006,2024-09-16,2024-09-20,P001,17.6,2.8,0.6,0.0,21.0
C006,2024-09-16,2024-09-20,P011,10.5,4.8,1.3,0.0,16.6
C007,2024-09-16,2024-09-20,P011,14.1,1.7,2.2,0.0,18.0
C007,2024-09-16,2024-09-20,P001,14.8,2.4,1.8,0.0,19.0
C008,2024-09-16,2024-09-20,P018,27.9,5.9,1.8,0.0,35.6
C009,2024-09-16,2024-09-20,P011,13.2,2.3,1.9,24.0,41.4
C010,2024-09-16,2024-09-20,P018,26.3,4.2,1.7,0.0,32.2
C011,2024-09-16,2024-09-20,P018,27.6,2.5,1.0,0.0,31.1
C012,2024-09-16,2024-09-20,P001,18.9,2.7,1.9,0.0,23.5
C012,2024-09-16,2024-09-20,P011,17.2,4.2,0.5,0.0,21.9
C013,2024-09-16,2024-09-20,P001,35.8,2.5,1.8,0.0,40.1
C014,2024-09-16,2024-09-20,P018,31.0,3.8,2.9,0.0,37.7
C015,2024-09-16,2024-09-20,P011,33.2,5.6,1.7,0.0,40.5
C016,2024-09-16,2024-09-20,P011,27.7,5.5,1.8,0.0,35.0
C017,2024-09-16,2024-09-20,P011,21.5,2.5,2.3,0.0,26.3
C017,2024-09-16,2024-09-20,P001,11.5,2.6,1.8,0.0,15.9
C018,2024-09-16,2024-09-20,P011,23.8,2.4,0.6,0.0,26.8
C018,2024-09-16,2024-09-20,P001,10.6,5.9,2.1,0.0,18.6
C019,2024-09-16,2024-09-20,P011,38.7,1.9,0.8,0.0,41.4
C020,2024-09-16,2024-09-20,P011,12.6,5.4,1.4,0.0,19.4
C020,2024-09-16,2024-09-20,P018,16.9,5.1,1.3,0.0,23.3
C021,2024-09-16,2024-09-20,P011,14.6,4.9,2.4,0.0,21.9
C022,2024-09-16,2024-09-20,,0.0,0.0,0.0,40.0,40.0
C023,2024-09-16,2024-09-20,P011,26.6,5.6,2.3,0.0,34.5
C024,2024-09-16,2024-09-20,P018,5.2,1.2,1.5,0.0,7.9
C024,2024-09-16,2024-09-20,P001,6.0,5.3,0.8,0.0,12.1
C025,2024-09-16,2024-09-20,P018,27.8,5.4,1.3,0.0,34.5
C026,2024-09-16,2024-09-20,P001,20.2,2.0,1.0,0.0,23.2
C026,2024-09-16,2024-09-20,P011,14.0,2.4,1.8,0.0,18.2
C027,2024-09-16,2024-09-20,P011,16.8,1.7,1.2,0.0,19.7
C028,2024-09-16,2024-09-20,P011,36.8,3.7,1.2,0.0,41.7
C029,2024-09-16,2024-09-20,P018,15.6,2.6,2.7,0.0,20.9
C029,2024-09-16,2024-09-20,P001,18.9,3.7,0.6,0.0,23.2
C030,2024-09-16,2024-09-20,,0.0,0.0,0.0,40.0,40.0
C031,2024-09-16,2024-09-20,,0.0,0.0,0.0,40.0,40.0
C032,2024-09-16,2024-09-20,P018,19.1,4.5,2.0,0.0,25.6
C033,2024-09-16,2024-09-20,P018,15.2,4.8,1.7,0.0,21.7
C033,2024-09-16,2024-09-20,P001,6.7,1.7,2.5,0.0,10.9
C034,2024-09-16,2024-09-20,P018,35.1,4.8,1.7,0.0,41.6
C035,2024-09-16,2024-09-20,P018,29.0,2.3,1.4,0.0,32.7
C001,2024-09-23,2024-09-27,P006,20.5,1.3,0.8,0.0,22.6
C001,2024-09-23,2024-09-27,P011,17.1,3.4,2.6,0.0,23.1
C002,2024-09-23,2024-09-27,P012,40.0,1.6,0.8,0.0,42.4
C003,2024-09-23,2024-09-27,P006,36.9,3.7,1.5,0.0,42.1
C004,2024-09-23,2024-09-27,P012,24.7,1.8,1.7,0.0,28.2
C005,2024-09-23,2024-09-27,P011,35.3,3.8,1.4,0.0,40.5
C006,2024-09-23,2024-09-27,P018,33.9,1.4,2.8,0.0,38.1
C007,2024-09-23,2024-09-27,P012,28.7,1.5,1.6,0.0,31.8
C008,2024-09-23,2024-09-27,P012,31.9,1.5,2.5,0.0,35.9
C009,2024-09-23,2024-09-27,P001,34.5,2.1,0.8,0.0,37.4
C010,2024-09-23,2024-09-27,P001,17.3,3.3,1.2,0.0,21.8
C010,2024-09-23,2024-09-27,P003,11.6,4.1,1.6,0.0,17.3
C011,2024-09-23,2024-09-27,P018,24.5,5.7,2.3,0.0,32.5
C011,2024-09-23,2024-09-27,P006,11.8,5.6,3.0,0.0,20.4
C012,2024-09-23,2024-09-27,P012,40.0,3.0,0.8,0.0,43.8
C013,2024-09-23,2024-09-27,P018,31.7,3.8,2.9,0.0,38.4
C014,2024-09-23,2024-09-27,P001,34.9,2.2,2.3,0.0,39.4
C015,2024-09-23,2024-09-27,P012,30.0,2.1,0.9,0.0,33.0
C016,2024-09-23,2024-09-27,P006,31.0,5.2,0.9,0.0,37.1
C017,2024-09-23,2024-09-27,P001,38.8,1.7,2.7,0.0,43.2
C018,2024-09-23,2024-09-27,P003,14.4,5.0,2.7,0.0,22.1
C018,2024-09-23,2024-09-27,P001,18.3,5.5,2.2,0.0,26.0
C019,2024-09-23,2024-09-27,P011,37.9,2.9,1.1,0.0,41.9
C020,2024-09-23,2024-09-27,P011,26.4,5.2,1.1,0.0,32.7
C021,2024-09-23,2024-09-27,P001,13.9,3.8,2.3,0.0,20.0
C022,2024-09-23,2024-09-27,P018,34.0,1.4,2.3,0.0,37.7
C023,2024-09-23,2024-09-27,P012,21.0,1.4,2.7,0.0,25.1
C024,2024-09-23,2024-09-27,,0.0,0.0,0.0,40.0,40.0
C025,2024-09-23,2024-09-27,P012,24.8,5.0,1.3,0.0,31.1
C026,2024-09-23,2024-09-27,P001,11.4,3.3,1.8,24.0,40.5
C027,2024-09-23,2024-09-27,P006,5.2,4.5,2.0,0.0,11.7
C027,2024-09-23,2024-09-27,P018,6.4,2.5,2.5,0.0,11.4
C028,2024-09-23,2024-09-27,P012,32.5,1.8,0.6,0.0,34.9
C029,2024-09-23,2024-09-27,P001,40.0,1.6,0.7,0.0,42.3
C030,2024-09-23,2024-09-27,P012,17.6,2.4,2.6,0.0,22.6
C031,2024-09-23,2024-09-27,P003,35.9,4.3,1.4,0.0,41.6
C032,2024-09-23,2024-09-27,P003,11.0,3.6,0.6,0.0,15.2
C032,2024-09-23,2024-09-27,P011,13.2,5.9,2.9,0.0,22.0
C033,2024-09-23,2024-09-27,P011,5.6,3.2,2.1,0.0,10.9
C033,2024-09-23,2024-09-27,P018,6.3,2.1,2.3,0.0,10.7
C034,2024-09-23,2024-09-27,P001,27.0,1.3,1.7,0.0,30.0
C035,2024-09-23,2024-09-27,P003,16.2,3.0,1.2,0.0,20.4
C035,2024-09-23,2024-09-27,P011,10.5,3.7,1.6,0.0,15.8
C001,2024-09-30,2024-10-04,P010,17.2,3.7,2.9,0.0,23.8
C001,2024-09-30,2024-10-04,P012,17.5,1.5,1.8,0.0,20.8
C002,2024-09-30,2024-10-04,P006,29.3,2.7,1.2,0.0,33.2
C003,2024-09-30,2024-10-04,,0.0,0.0,0.0,40.0,40.0
C004,2024-09-30,2024-10-04,P018,25.4,2.0,1.3,0.0,28.7
C005,2024-09-30,2024-10-04,P011,34.3,1.1,0.5,0.0,35.9
C006,2024-09-30,2024-10-04,P006,36.5,2.1,1.2,0.0,39.8
C007,2024-09-30,2024-10-04,P001,34.5,1.3,2.0,0.0,37.8
C008,2024-09-30,2024-10-04,P001,36.2,1.4,2.0,0.0,39.6
C009,2024-09-30,2024-10-04,P012,20.7,1.9,0.8,0.0,23.4
C009,2024-09-30,2024-10-04,P011,11.6,1.9,1.2,0.0,14.7
C010,2024-09-30,2024-10-04,P018,19.4,4.3,2.4,0.0,26.1
C010,2024-09-30,2024-10-04,P010,12.6,2.3,2.5,0.0,17.4
C011,2024-09-30,2024-10-04,P010,32.7,2.7,0.7,0.0,36.1
C012,2024-09-30,2024-10-04,P003,35.8,4.1,0.9,0.0,40.8
C013,2024-09-30,2024-10-04,P018,31.9,3.2,2.0,0.0,37.1
C014,2024-09-30,2024-10-04,P001,34.6,3.9,1.1,0.0,39.6
C015,2024-09-30,2024-10-04,P003,21.0,5.7,2.2,0.0,28.9
C015,2024-09-30,2024-10-04,P012,14.5,2.3,2.3,0.0,19.1
C016,2024-09-30,2024-10-04,P010,17.6,5.2,2.5,0.0,25.3
C016,2024-09-30,2024-10-04,P018,15.5,4.9,1.9,0.0,22.3
C017,2024-09-30,2024-10-04,,0.0,0.0,0.0,40.0,40.0
C018,2024-09-30,2024-10-04,P006,36.4,3.0,2.1,0.0,41.5
C019,2024-09-30,2024-10-04,P011,36.2,5.3,1.4,0.0,42.9
C020,2024-09-30,2024-10-04,P011,32.5,1.2,1.5,0.0,35.2
C021,2024-09-30,2024-10-04,P001,12.3,4.2,1.4,0.0,17.9
C022,2024-09-30,2024-10-04,P003,38.9,1.1,3.0,0.0,43.0
C023,2024-09-30,2024-10-04,P018,31.7,3.7,1.3,0.0,36.7
C024,2024-09-30,2024-10-04,P001,4.4,4.9,0.6,0.0,9.9
C024,2024-09-30,2024-10-04,P006,6.2,1.6,2.5,0.0,10.3
C025,2024-09-30,2024-10-04,P012,27.2,5.4,1.8,0.0,34.4
C026,2024-09-30,2024-10-04,P001,19.6,3.4,2.8,16.0,41.8
C027,2024-09-30,2024-10-04,P012,9.1,1.2,1.3,16.0,27.6
C028,2024-09-30,2024-10-04,P018,32.4,5.1,0.8,0.0,38.3
C029,2024-09-30,2024-10-04,P001,29.8,5.0,1.6,0.0,36.4
C030,2024-09-30,2024-10-04,P012,22.3,3.9,0.8,0.0,27.0
C031,2024-09-30,2024-10-04,P018,13.6,2.7,0.8,0.0,17.1
C031,2024-09-30,2024-10-04,P001,9.9,1.7,1.5,0.0,13.1
C032,2024-09-30,2024-10-04,P001,9.6,5.2,2.0,0.0,16.8
C032,2024-09-30,2024-10-04,P003,12.7,4.9,0.5,0.0,18.1
C033,2024-09-30,2024-10-04,P003,13.2,5.6,2.3,0.0,21.1
C034,2024-09-30,2024-10-04,P010,12.5,1.7,1.2,0.0,15.4
C034,2024-09-30,2024-10-04,P012,16.0,3.3,1.1,0.0,20.4
C035,2024-09-30,2024-10-04,P011,29.4,1.9,1.7,0.0,33.0
C001,2024-10-07,2024-10-11,P001,39.3,3.8,1.0,0.0,44.1
C002,2024-10-07,2024-10-11,P011,21.3,5.9,1.8,0.0,29.0
C002,2024-10-07,2024-10-11,P006,11.0,3.3,2.1,0.0,16.4
C003,2024-10-07,2024-10-11,P018,34.3,5.8,1.7,0.0,41.8
C004,2024-10-07,2024-10-11,P001,32.5,1.3,1.4,0.0,35.2
C005,2024-10-07,2024-10-11,P010,14.5,1.3,1.8,0.0,17.6
C005,2024-10-07,2024-10-11,P001,19.1,1.8,0.6,0.0,21.5
C006,2024-10-07,2024-10-11,P003,35.7,4.6,2.0,0.0,42.3
C007,2024-10-07,2024-10-11,P018,31.6,1.6,1.1,0.0,34.3
C008,2024-10-07,2024-10-11,P003,36.4,2.9,1.1,0.0,40.4
C009,2024-10-07,2024-10-11,P011,29.5,3.3,1.5,0.0,34.3
C010,2024-10-07,2024-10-11,P012,23.3,2.0,0.8,0.0,26.1
C010,2024-10-07,2024-10-11,P006,10.3,4.5,0.6,0.0,15.4
C011,2024-10-07,2024-10-11,P006,39.1,2.1,1.2,0.0,42.4
C012,2024-10-07,2024-10-11,P011,22.2,3.8,1.1,0.0,27.1
C012,2024-10-07,2024-10-11,P003,16.5,3.1,1.8,0.0,21.4
C013,2024-10-07,2024-10-11,P001,34.6,4.7,2.3,0.0,41.6
C014,2024-10-07,2024-10-11,P011,29.1,2.1,2.8,0.0,34.0
C015,2024-10-07,2024-10-11,P001,40.0,1.2,1.7,0.0,42.9
C016,2024-10-07,2024-10-11,P011,25.9,3.0,2.5,0.0,31.4
C017,2024-10-07,2024-10-11,P018,32.2,1.1,2.3,0.0,35.6
C018,2024-10-07,2024-10-11,P006,31.1,2.2,3.0,0.0,36.3
C019,2024-10-07,2024-10-11,P011,38.7,4.7,0.6,0.0,44.0
C020,2024-10-07,2024-10-11,P018,15.3,4.9,1.4,0.0,21.6
C020,2024-10-07,2024-10-11,P012,14.1,3.3,2.1,0.0,19.5
C021,2024-10-07,2024-10-11,P001,19.0,2.5,2.4,0.0,23.9
C022,2024-10-07,2024-10-11,P011,32.8,5.0,2.5,0.0,40.3
C023,2024-10-07,2024-10-11,P012,36.0,2.8,0.6,0.0,39.4
C024,2024-10-07,2024-10-11,P001,22.0,2.8,0.9,0.0,25.7
C025,2024-10-07,2024-10-11,P006,27.4,2.2,0.8,0.0,30.4
C026,2024-10-07,2024-10-11,P011,15.0,4.7,1.1,0.0,20.8
C026,2024-10-07,2024-10-11,P012,17.3,2.8,1.2,0.0,21.3
C027,2024-10-07,2024-10-11,P011,6.7,3.6,0.8,24.0,35.1
C028,2024-10-07,2024-10-11,P011,28.3,5.5,1.6,0.0,35.4
C029,2024-10-07,2024-10-11,P001,20.0,3.3,0.7,0.0,24.0
C029,2024-10-07,2024-10-11,P003,10.0,5.5,1.2,0.0,16.7
C030,2024-10-07,2024-10-11,P006,22.4,1.6,0.9,0.0,24.9
C031,2024-10-07,2024-10-11,P010,35.6,5.8,1.9,0.0,43.3
C032,2024-10-07,2024-10-11,P010,26.2,4.7,0.6,0.0,31.5
C033,2024-10-07,2024-10-11,P011,9.2,3.9,2.1,0.0,15.2
C033,2024-10-07,2024-10-11,P012,9.1,4.9,1.7,0.0,15.7
C034,2024-10-07,2024-10-11,P011,32.0,3.2,1.3,0.0,36.5
C035,2024-10-07,2024-10-11,P010,36.0,2.9,1.2,0.0,40.1
C001,2024-10-14,2024-10-18,P006,39.2,3.3,0.9,0.0,43.4
C002,2024-10-14,2024-10-18,P018,24.1,4.3,0.9,0.0,29.3
C002,2024-10-14,2024-10-18,P012,15.5,2.2,0.6,0.0,18.3
C003,2024-10-14,2024-10-18,P006,31.1,2.8,1.0,0.0,34.9
C004,2024-10-14,2024-10-18,P010,29.6,3.7,0.9,0.0,34.2
C005,2024-10-14,2024-10-18,P010,17.1,5.7,2.8,0.0,25.6
C005,2024-10-14,2024-10-18,P018,10.0,1.8,2.9,0.0,14.7
C006,2024-10-14,2024-10-18,P006,28.2,5.8,2.4,0.0,36.4
C007,2024-10-14,2024-10-18,P018,31.4,3.8,2.8,0.0,38.0
